ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl.y,gene,ENTREZID,description
ENSG00000100644.17,1258.4014168597168,2.0108984497073283,0.13779121219982168,14.593807671792371,3.075425325726254e-48,4.1502864770675796e-45,ENSG00000100644,HIF1A,3091,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]
ENSG00000122884.12,1930.9491561685234,2.134345334219582,0.14660520821678552,14.558455052043715,5.16110500781246e-48,6.555210548746273e-45,NA,NA,NA,NA
ENSG00000140299.13,2224.860738637225,1.7463645616136372,0.12056283054542555,14.485099211034562,1.505051962092507e-47,1.8053934425278563e-44,NA,NA,NA,NA
ENSG00000258441.1,328.64773965335814,3.2920901573738326,0.22872768502832613,14.393055029460614,5.721181865494899e-47,6.501671517882414e-44,ENSG00000258441,LINC00641,283624,long intergenic non-protein coding RNA 641 [Source:HGNC Symbol;Acc:HGNC:27511]
ENSG00000139146.14,1519.9939499695772,2.2941584999953277,0.1617208941348333,14.185912786770734,1.1199888192195959e-45,1.1515618373614055e-42,ENSG00000139146,SINHCAF,58516,SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]
ENSG00000108061.12,1149.192520702952,1.8891199355307924,0.13362504118362437,14.137469435349386,2.2316604938710357e-45,2.190273335621064e-42,NA,NA,NA,NA
ENSG00000134109.11,920.3098999337054,1.8010404899923036,0.12896335865201852,13.965520972914844,2.530482676625251e-44,2.1855272781476968e-41,ENSG00000134109,EDEM1,9695,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]
ENSG00000163349.22,2540.2431912722163,2.21939770315313,0.1601350702915652,13.859535572764738,1.1139264439217544e-43,8.589964206128043e-41,ENSG00000163349,HIPK1,204851,homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]
ENSG00000156675.16,1059.3046921691114,2.2708011929204246,0.1660317001438216,13.67691345058437,1.3948909209599467e-42,1.0039494921789057e-39,ENSG00000156675,RAB11FIP1,80223,RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]
ENSG00000135999.12,605.7617980442867,2.04145873669634,0.1503911969576464,13.574323351327946,5.686642460462806e-42,3.960838193752029e-39,ENSG00000135999,EPC2,26122,enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]
ENSG00000139697.14,1696.8901788213002,1.7312051960419814,0.13024608070360413,13.291802614633886,2.5828003878541732e-40,1.6402301757219796e-37,ENSG00000139697,SBNO1,55206,strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]
ENSG00000188211.9,951.3733746536983,3.1491932372747424,0.23989660643873736,13.127293812215536,2.2972005026630672e-39,1.4171758072428841e-36,ENSG00000188211,NCR3LG1,374383,natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]
ENSG00000173207.13,795.2791243211611,1.5895083885247918,0.12299804742557668,12.923037574938473,3.3370252607093456e-38,1.947379714303681e-35,ENSG00000173207,CKS1B,1163,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]
ENSG00000102908.22,485.3555194824305,2.340786811661302,0.18135862409722542,12.906950652682601,4.1126737722520537e-38,2.3368645286964828e-35,NA,NA,NA,NA
ENSG00000100528.12,1318.779348052665,1.6971482072902848,0.13425263497758985,12.641451749334989,1.2472947644722574e-36,6.905535526791021e-34,ENSG00000100528,CNIH1,10175,cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]
ENSG00000150093.20,1364.8105309478099,2.0302422512022655,0.16144990713190374,12.575059888659881,2.8958077301365677e-36,1.525031231929482e-33,ENSG00000150093,ITGB1,3688,integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]
ENSG00000162851.8,363.60693214544006,2.0077208525649786,0.15991874331342035,12.554631251885851,3.7492380426874645e-36,1.9274654242311366e-33,ENSG00000162851,TFB2M,64216,"transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]"
ENSG00000105835.13,3201.528401136367,1.902926651705819,0.1523722074419236,12.488672860049732,8.607751009727476e-36,4.2240581773189925e-33,ENSG00000105835,NAMPT,10135,nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]
ENSG00000012660.14,2162.2725717066196,1.2967025682649733,0.10424885748181326,12.438530259108017,1.6144725468316032e-35,7.746598051375105e-33,ENSG00000012660,ELOVL5,60481,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSG00000156030.13,835.8606449238973,1.8028456320625583,0.1451407025062055,12.421364930250888,2.0011781597953657e-35,9.39335626658729e-33,NA,NA,NA,NA
ENSG00000167996.16,1418.922974452103,2.405821878876686,0.1948886088426994,12.344599785298376,5.209263306781495e-35,2.3433002775005425e-32,ENSG00000167996,FTH1,2495,ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]
ENSG00000100393.14,2182.1894599887814,1.291875805782497,0.1049629410739416,12.307923087563157,8.210900227802889e-35,3.618158320790204e-32,NA,NA,NA,NA
ENSG00000149084.13,1145.8995448440014,1.7505652562062761,0.1429992592034832,12.2417784956164,1.8591359679971448e-34,8.02849276419887e-32,ENSG00000149084,HSD17B12,51144,hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]
ENSG00000065911.13,2874.891750756909,1.5396345350380365,0.1262128758288733,12.198712095947815,3.15778966709695e-34,1.3369214606266146e-31,ENSG00000065911,MTHFD2,10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]"
ENSG00000118263.15,1153.0611795411114,2.148173642201128,0.17652806604280902,12.169020430327404,4.545041150248279e-34,1.887240933003093e-31,NA,NA,NA,NA
ENSG00000123595.8,757.0458316279153,1.8071549387149912,0.14870251393043427,12.152820358910752,5.542021175741184e-34,2.257798513709503e-31,ENSG00000123595,RAB9A,9367,"RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]"
ENSG00000119541.10,1738.3486883950284,1.4287494474839393,0.11861686278190489,12.045078701085798,2.0587982594420075e-33,8.08246763961306e-31,ENSG00000119541,VPS4B,9525,vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]
ENSG00000137692.12,1095.016568082614,1.7649046037669418,0.1469520328536657,12.010072739343643,3.1456824501753326e-33,1.1916065870909787e-30,ENSG00000137692,DCUN1D5,84259,defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]
ENSG00000127870.17,1336.07718997555,1.298945683959339,0.10826110304137145,11.998267590742662,3.628110890130045e-33,1.3506581093049643e-30,ENSG00000127870,RNF6,6049,ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069]
ENSG00000173039.19,894.1063624373797,1.5890103185208124,0.13258935609694894,11.98444856583309,4.286874402522234e-33,1.568850713546781e-30,NA,NA,NA,NA
ENSG00000108946.15,1635.2944561881222,1.5750066024450475,0.1327481219827721,11.864624364700617,1.8071171929078648e-32,6.50321240487777e-30,NA,NA,NA,NA
ENSG00000175061.18,4205.271211654444,1.7736096328885826,0.1506428871262035,11.77360356485144,5.339397131519004e-32,1.8594881107057796e-29,NA,NA,NA,NA
ENSG00000143621.17,5665.730381288188,1.3167207066749396,0.11246447206697699,11.707881453360496,1.1614548722953657e-31,3.91845837540649e-29,ENSG00000143621,ILF2,3608,interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]
ENSG00000100129.18,2147.0229894655417,2.3543223170408534,0.20190980721239174,11.66026727252683,2.0340290175823763e-31,6.654356749642222e-29,ENSG00000100129,EIF3L,51386,eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]
ENSG00000163399.16,561.9785835331502,2.3191515655256585,0.2008605420419007,11.546078398224523,7.7266239149620795e-31,2.3497642756600174e-28,ENSG00000163399,ATP1A1,476,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]
ENSG00000101654.18,3693.676034473384,1.421542701793551,0.12319643373634917,11.538829969995504,8.406082534925091e-31,2.5208907513069805e-28,ENSG00000101654,RNMT,8731,RNA guanine-7 methyltransferase [Source:HGNC Symbol;Acc:HGNC:10075]
ENSG00000101367.9,1574.302757250365,1.7799846931394372,0.1557308322462707,11.429879796215259,2.965190057866588e-30,8.6519437472237e-28,ENSG00000101367,MAPRE1,22919,microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]
ENSG00000108091.11,1060.5221841502275,1.4111938153275188,0.12372736833125367,11.405672280601232,3.9173912652622135e-30,1.1129514763097594e-27,ENSG00000108091,CCDC6,8030,coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]
ENSG00000113615.13,677.0957371086236,1.7413948557191736,0.1531077704949382,11.373654322637693,5.656860658571131e-30,1.5659350684598443e-27,ENSG00000113615,SEC24A,10802,"SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]"
ENSG00000150764.14,697.3018273471104,1.7034404738990725,0.15049578842243538,11.31885810065054,1.058415690035643e-29,2.786989216981659e-27,ENSG00000150764,DIXDC1,85458,DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]
ENSG00000197329.12,592.6933245736157,2.0313933239975563,0.17994412439389126,11.289022805495494,1.4868044438484463e-29,3.821795422806625e-27,ENSG00000197329,PELI1,57162,pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]
ENSG00000102218.6,446.8604411049258,2.1235758841993837,0.18867023058042948,11.255489950197047,2.1761338173387981e-29,5.52789192752698e-27,ENSG00000102218,RP2,6102,RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]
ENSG00000143751.10,939.8046928447657,1.5769215952201165,0.14020812830732962,11.247005535681772,2.395885021596447e-29,6.015342951896568e-27,ENSG00000143751,SDE2,163859,SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]
ENSG00000129534.14,1504.1595874190136,1.6095913979987884,0.14325439775669813,11.235895185099327,2.717255672720669e-29,6.74379132015916e-27,ENSG00000129534,MIS18BP1,55320,MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]
ENSG00000050405.13,1654.6880362944773,1.3511967577834179,0.12064031392819073,11.200209231780487,4.067716469612015e-29,9.980697046802571e-27,NA,NA,NA,NA
ENSG00000101782.15,1664.4971426620543,1.4631944491178543,0.13066433901814445,11.198116181605378,4.164958089299793e-29,1.0104469108332711e-26,ENSG00000101782,RIOK3,8780,RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]
ENSG00000132155.13,334.3505698673085,2.0992441421270955,0.18822314198914622,11.152954519525274,6.926750653083456e-29,1.6618044455708664e-26,NA,NA,NA,NA
ENSG00000134294.14,5037.430946711509,1.859156739083247,0.16728762064244188,11.113534474000211,1.078061512614876e-28,2.5301634978674347e-26,ENSG00000134294,SLC38A2,54407,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]
ENSG00000166200.15,2690.950655689181,1.1078803262728691,0.09981352771516486,11.099500755392565,1.2614654873658966e-28,2.9287701938929505e-26,ENSG00000166200,COPS2,9318,COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]
ENSG00000155307.19,635.9675024282235,1.791927626933661,0.16221469537621366,11.046641753250304,2.2756925434312433e-28,5.227314191251852e-26,ENSG00000155307,SAMSN1,64092,"SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]"
ENSG00000165997.5,1172.0857019386376,1.5355013681234762,0.1394615612828134,11.010212089979694,3.4119956084926206e-28,7.674146789434652e-26,ENSG00000165997,ARL5B,221079,ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]
ENSG00000113369.9,811.376368461471,2.2625289217633857,0.2062609428113259,10.969255211021702,5.371300523669347e-28,1.1834400092558016e-25,ENSG00000113369,ARRDC3,57561,arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]
ENSG00000156273.16,729.8468438425593,2.2997080714605835,0.20989955840890068,10.956231108312164,6.202912833186386e-28,1.352861554486469e-25,ENSG00000156273,BACH1,571,BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]
ENSG00000156273.16,729.8468438425593,2.2997080714605835,0.20989955840890068,10.956231108312164,6.202912833186386e-28,1.352861554486469e-25,ENSG00000156273,BACH1,100379661,BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]
ENSG00000187735.14,1821.2669763334363,1.460094462764473,0.13380738005531256,10.911912797043833,1.0110623474475859e-27,2.1614711095136906e-25,NA,NA,NA,NA
ENSG00000137075.18,729.765408533723,1.8493885298444162,0.17013344759715768,10.8702230864292,1.5980961008820836e-27,3.3178933663698026e-25,ENSG00000137075,RNF38,152006,ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]
ENSG00000129518.9,690.0803351888788,1.5355509157407823,0.14144088358189535,10.856485599170387,1.85761270480829e-27,3.819959383068629e-25,NA,NA,NA,NA
ENSG00000113161.17,2680.615807212615,1.4755898896183979,0.13657655514969874,10.804122918468945,3.290868935808045e-27,6.703437930374276e-25,ENSG00000113161,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]
ENSG00000164164.17,2006.3500907093176,1.1376365379184858,0.10531085136307897,10.802652558531408,3.344008965224577e-27,6.748022577301782e-25,ENSG00000164164,OTUD4,54726,OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]
ENSG00000143418.20,826.7355598340164,1.989407870695643,0.18499481763374498,10.75385730336672,5.683404822452338e-27,1.1258355681320264e-24,ENSG00000143418,CERS2,29956,ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]
ENSG00000124155.18,1676.633557555179,1.4603890090124225,0.13672274223700093,10.681390565447575,1.243941810905869e-26,2.398142105453529e-24,NA,NA,NA,NA
ENSG00000088930.8,1455.3513292768553,1.4611550580343173,0.13762454975375296,10.616965219132151,2.485092121956313e-26,4.665922530198323e-24,ENSG00000088930,XRN2,22803,5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]
ENSG00000111142.14,3281.2275863220857,1.104016665649064,0.10406999648893804,10.608404947591342,2.723587861299427e-26,5.069630094929071e-24,ENSG00000111142,METAP2,10988,methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]
ENSG00000139687.16,892.3055332114036,1.598039887182012,0.15073498386712791,10.601652291883852,2.9276149326326647e-26,5.4028257799491024e-24,ENSG00000139687,RB1,5925,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]
ENSG00000164211.13,1933.170341963227,1.6656760802207369,0.15786135490810724,10.551512630753388,4.998579509005347e-26,9.146553284613853e-24,ENSG00000164211,STARD4,134429,StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]
ENSG00000198961.10,1405.2557726690795,1.6305210240893633,0.15536456701882556,10.494806218536255,9.126478608740198e-26,1.6021050904058402e-23,ENSG00000198961,PJA2,9867,praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]
ENSG00000138757.15,2558.7063028165035,1.3934412053057974,0.13299186296864154,10.477642573022381,1.094376671173522e-25,1.8753794511094193e-23,ENSG00000138757,G3BP2,9908,G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]
ENSG00000011258.16,951.3120824545406,1.3467827834294122,0.1285938545110482,10.473150435923069,1.1475889933075923e-25,1.949527146861801e-23,ENSG00000011258,MBTD1,54799,mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]
ENSG00000260032.2,7375.495340914422,1.1742783186659551,0.11212987869757426,10.472483626180527,1.1557033845790597e-25,1.949527146861801e-23,ENSG00000260032,NORAD,647979,non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311]
ENSG00000023608.5,579.8458327101822,1.8072570003659112,0.17272262621440138,10.463348317333683,1.272768239217033e-25,2.113970140090321e-23,ENSG00000023608,SNAPC1,6617,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
ENSG00000134242.16,1203.5206901615918,1.6099485547008394,0.15391633077820838,10.459894324149115,1.3200280635913406e-25,2.1757286984018492e-23,ENSG00000134242,PTPN22,26191,protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]
ENSG00000120071.15,913.9046400804503,1.580257477268572,0.1511450317333553,10.455239309859726,1.3864831894938233e-25,2.250898122372228e-23,ENSG00000120071,KANSL1,284058,KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]
ENSG00000176018.13,714.5098168928333,1.8591858360933504,0.17832233930891367,10.425983885690403,1.8869614994596233e-25,3.01802019972831e-23,ENSG00000176018,LYSMD3,116068,LysM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969]
ENSG00000113384.14,3382.696687151678,1.1525058317112342,0.11150720601417409,10.33570719693878,4.858153155007589e-25,7.54656423905927e-23,ENSG00000113384,GOLPH3,64083,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452]
ENSG00000072274.13,8090.026874578119,1.3851206649278114,0.13460070624173423,10.290589875808108,7.769890664203783e-25,1.1570170980792282e-22,NA,NA,NA,NA
ENSG00000106261.17,2223.861567778021,1.2149047291394763,0.11818433760124905,10.27974394744703,8.695831234538317e-25,1.2772815511302812e-22,ENSG00000106261,ZKSCAN1,7586,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]
ENSG00000038219.13,1352.897819701732,1.294463255402603,0.1260770293252966,10.267241085310665,9.899524899085411e-25,1.4345673934298805e-22,ENSG00000038219,BOD1L1,259282,biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]
ENSG00000076053.12,578.0275274768351,1.6657656063869222,0.1625074500705588,10.250395324421536,1.1786049926368254e-24,1.6742394079614694e-22,ENSG00000076053,RBM7,10179,RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]
ENSG00000023287.13,2378.5293644720205,1.9248911884499955,0.18800914773568075,10.238284741102976,1.3358357301119298e-24,1.8851872604298555e-22,ENSG00000023287,RB1CC1,9821,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
ENSG00000119138.4,1326.4665935326661,2.3504948402028325,0.2296467669384727,10.235262057194912,1.3782154832035738e-24,1.932365500865686e-22,NA,NA,NA,NA
ENSG00000065154.12,797.6804125153849,1.8739534660983825,0.18370869232710174,10.20067936013459,1.968904093762037e-24,2.7251652046480706e-22,ENSG00000065154,OAT,4942,ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]
ENSG00000076685.19,751.3607509545542,1.812193818609207,0.1777426066912696,10.19560730172536,2.074439269784561e-24,2.85294858045785e-22,ENSG00000076685,NT5C2,22978,"5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]"
ENSG00000074695.6,7358.2845264959615,1.158640872914619,0.11421118894632896,10.144722978578717,3.497693610561427e-24,4.749823926996373e-22,ENSG00000074695,LMAN1,3998,"lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]"
ENSG00000032219.19,1023.6055858837706,1.4606237301366725,0.14427593467006417,10.123820950991473,4.3316770939908335e-24,5.84559823834063e-22,ENSG00000032219,ARID4A,5926,AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]
ENSG00000164830.19,659.119935155715,1.3412659392729354,0.13260488027862008,10.114755478491903,4.7520213597036005e-24,6.333681802390132e-22,ENSG00000164830,OXR1,55074,oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]
ENSG00000173276.14,1124.9701013125066,1.7440468956200155,0.17249318119987697,10.110816459458164,4.9470269130306796e-24,6.5531414175557315e-22,ENSG00000173276,ZBTB21,49854,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENSG00000053770.12,916.5506052774095,1.3233710645352732,0.13156892662611405,10.058386113432105,8.437005238785785e-24,1.0908492042866028e-21,ENSG00000053770,AP5M1,55745,adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]
ENSG00000113712.19,1410.4042947883831,1.3407085896771427,0.13331081652492527,10.057012811308292,8.555493946335873e-24,1.0995846743409772e-21,ENSG00000113712,CSNK1A1,1452,casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]
ENSG00000196205.8,11880.0504273302,1.8247046228303718,0.18237364904282172,10.005308510342562,1.4444077550302232e-23,1.8345677792125046e-21,ENSG00000196205,EEF1A1P5,NA,eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]
ENSG00000122862.5,19921.67793931364,1.0732209826969927,0.10736254745291922,9.996232468008671,1.5830557973398102e-23,1.9989088173193672e-21,ENSG00000122862,SRGN,5552,serglycin [Source:HGNC Symbol;Acc:HGNC:9361]
ENSG00000111358.14,805.4951872152935,1.8106800705324042,0.18143188903247107,9.979943879702121,1.865722765244013e-23,2.328594563419002e-21,ENSG00000111358,GTF2H3,2967,general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]
ENSG00000179820.16,3326.7265728575244,1.5442212570974478,0.15541346579489407,9.93621272905286,2.8962994298897394e-23,3.553232800578367e-21,ENSG00000179820,MYADM,91663,myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]
ENSG00000186660.15,2028.335203165334,1.377750211674817,0.13872604510971312,9.931445898174399,3.0381760132803715e-23,3.6854099145365045e-21,ENSG00000186660,ZFP91,80829,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:14983]"
ENSG00000134824.14,2515.715616182905,1.1211499983404551,0.11288475477045484,9.93181054979704,3.027083904911199e-23,3.6854099145365045e-21,ENSG00000134824,FADS2,9415,fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
ENSG00000164933.12,619.6850855595347,1.5588538225681876,0.15717728250591378,9.917806172208989,3.4832796024101673e-23,4.201730344985494e-21,NA,NA,NA,NA
ENSG00000155304.6,954.3430699886208,1.7312501394355777,0.1747812814642364,9.90523770584566,3.950295429635348e-23,4.738598828704802e-21,ENSG00000155304,HSPA13,6782,heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]
ENSG00000122482.21,1875.022713407358,1.1425910821751775,0.11538777549815184,9.902184847938925,4.0727858871252606e-23,4.858541042807106e-21,NA,NA,NA,NA
ENSG00000120992.18,966.7217736528366,1.7555908304116856,0.1773648968299284,9.898186517116102,4.238915637635314e-23,5.001457182941077e-21,ENSG00000120992,LYPLA1,10434,lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]
ENSG00000136560.14,904.5104599541676,1.2965230870394688,0.13110274168855077,9.889366693181021,4.629472646615284e-23,5.432585510093326e-21,ENSG00000136560,TANK,10010,TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]
ENSG00000065613.15,1415.0953994048605,1.5190983234301865,0.15382777872917408,9.875318593169565,5.326343133828683e-23,6.183139835786502e-21,ENSG00000065613,SLK,9748,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
ENSG00000126524.10,1426.72201558185,1.2637136629123604,0.12802793943601828,9.870608466239503,5.582493692767267e-23,6.411553394373981e-21,NA,NA,NA,NA
ENSG00000148339.12,338.7212701319815,2.1587470558535458,0.21931642274984905,9.843070704813561,7.343458295554652e-23,8.301568142283563e-21,NA,NA,NA,NA
ENSG00000198087.7,804.3866911372337,1.3226285335515322,0.13450232706598886,9.833499259106727,8.076270876120816e-23,9.082439622770868e-21,ENSG00000198087,CD2AP,23607,CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]
ENSG00000174574.16,655.3707114921988,1.4934525787294217,0.15219936100130566,9.812476011095802,9.949669486098479e-23,1.0960880793052979e-20,ENSG00000174574,AKIRIN1,79647,akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]
ENSG00000080371.6,1237.1896830576895,1.0868783095228998,0.11108494144133761,9.78420923142733,1.3162009260970805e-22,1.435323757388291e-20,ENSG00000080371,RAB21,23011,"RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]"
